date,equity,state,strategy,cost_bps_side
2009-10-14,10000.0,OFF,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-15,9961.310037650735,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-16,9663.604439121817,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-19,9948.805037167986,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-20,9976.468818555191,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-21,9853.294002107737,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-22,10038.380280070398,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-23,9964.611924655404,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-26,9853.294002107737,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-27,9521.340723450816,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-28,8999.040269661793,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-29,9549.001048269578,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-10-30,8817.908305997318,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-02,8920.002375656251,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-03,8861.378110729833,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-04,9057.000873447256,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-05,9642.529741328068,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-06,9674.145244587127,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-09,10340.690027764684,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-10,10333.45110930404,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-11,10555.408602842539,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-12,10377.574205472181,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-13,10681.214732016822,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-16,10994.72721803316,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-17,11207.465179393477,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-18,11031.612259882766,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-19,10465.177476078165,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-20,10270.936476595618,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-23,10713.041950092982,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-24,10575.941483532924,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-25,10626.778099758456,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-27,10150.782700966885,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-11-30,10157.706207557154,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-01,10598.27610052395,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-02,10608.29150758601,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-03,10600.591137238294,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-04,10854.766441086953,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-07,10689.938246623504,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-08,10488.904226009394,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-09,10759.257998453038,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-10,10897.896637969996,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-11,10786.208862598985,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-14,11071.189968549057,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-15,10920.22779839258,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-16,11079.668066796326,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-17,10706.102888944719,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-18,11214.452632499928,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-21,11584.160279969738,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
2009-12-22,11803.681756898406,LEVER,TECL|SIG_BASE|BAND_3|OFF_BASE,10.0
